image_filepath,Hubble_coarse
imagery/elliptical/IC0767.jpg,elliptical
imagery/spiral/IC0768.jpg,spiral
imagery/spiral/IC0769.jpg,spiral
imagery/spiral/IC0771.jpg,spiral
imagery/lenticular/IC0772.jpg,lenticular
imagery/lenticular/IC0773.jpg,lenticular
imagery/lenticular/IC0775.jpg,lenticular
imagery/irregular/IC0776.jpg,irregular
imagery/spiral/IC0777.jpg,spiral
imagery/lenticular/IC0779.jpg,lenticular
imagery/lenticular/IC0780.jpg,lenticular
imagery/lenticular/IC0781.jpg,lenticular
imagery/lenticular/IC0782.jpg,lenticular
imagery/lenticular/IC0783.jpg,lenticular
imagery/spiral/IC0787.jpg,spiral
imagery/lenticular/IC0789.jpg,lenticular
imagery/spiral/IC0791.jpg,spiral
imagery/spiral/IC0792.jpg,spiral
imagery/elliptical/IC0794.jpg,elliptical
imagery/lenticular/IC0795.jpg,lenticular
imagery/lenticular/IC0796.jpg,lenticular
imagery/spiral/IC0797.jpg,spiral
imagery/elliptical/IC0798.jpg,elliptical
imagery/spiral/IC0800.jpg,spiral
imagery/spiral/IC0801.jpg,spiral
imagery/elliptical/IC0809.jpg,elliptical
imagery/lenticular/IC0810.jpg,lenticular
imagery/spiral/IC0813.jpg,spiral
imagery/elliptical/IC0815.jpg,elliptical
imagery/spiral/IC0816.jpg,spiral
imagery/elliptical/IC0817.jpg,elliptical
imagery/spiral/IC0818.jpg,spiral
imagery/spiral/IC0821.jpg,spiral
imagery/elliptical/IC0822.jpg,elliptical
imagery/spiral/IC0826.jpg,spiral
imagery/irregular/IC0827.jpg,irregular
imagery/lenticular/IC0830.jpg,lenticular
imagery/lenticular/IC0831.jpg,lenticular
imagery/elliptical/IC0832.jpg,elliptical
imagery/elliptical/IC0834.jpg,elliptical
imagery/spiral/IC0835.jpg,spiral
imagery/spiral/IC0837.jpg,spiral
imagery/spiral/IC0838.jpg,spiral
imagery/lenticular/IC0839.jpg,lenticular
imagery/spiral/IC0840.jpg,spiral
imagery/spiral/IC0841.jpg,spiral
imagery/spiral/IC0842.jpg,spiral
imagery/lenticular/IC0845.jpg,lenticular
imagery/elliptical/IC0846.jpg,elliptical
imagery/spiral/IC0848.jpg,spiral
imagery/spiral/IC0851.jpg,spiral
imagery/spiral/IC0853.jpg,spiral
imagery/spiral/IC0854.jpg,spiral
imagery/spiral/IC0856.jpg,spiral
imagery/spiral/IC0857.jpg,spiral
imagery/lenticular/IC0858.jpg,lenticular
imagery/elliptical/IC0859.jpg,elliptical
imagery/spiral/IC0860.jpg,spiral
imagery/lenticular/IC0861.jpg,lenticular
imagery/elliptical/IC0862.jpg,elliptical
imagery/spiral/IC0864.jpg,spiral
imagery/spiral/IC0866.jpg,spiral
imagery/spiral/IC0867.jpg,spiral
imagery/elliptical/IC0868.jpg,elliptical
imagery/spiral/IC0870.jpg,spiral
imagery/spiral/IC0871.jpg,spiral
imagery/spiral/IC0872.jpg,spiral
imagery/lenticular/IC0873.jpg,lenticular
imagery/lenticular/IC0875.jpg,lenticular
imagery/spiral/IC0876.jpg,spiral
imagery/spiral/IC0881.jpg,spiral
imagery/elliptical/IC0882.jpg,elliptical
imagery/irregular/IC0883.jpg,irregular
imagery/elliptical/IC0885.jpg,elliptical
imagery/elliptical/IC0889.jpg,elliptical
imagery/elliptical/IC0891.jpg,elliptical
imagery/lenticular/IC0894.jpg,lenticular
imagery/elliptical/IC0896.jpg,elliptical
imagery/lenticular/IC0897.jpg,lenticular
imagery/lenticular/IC0898.jpg,lenticular
imagery/spiral/IC0900.jpg,spiral
imagery/lenticular/IC0901.jpg,lenticular
imagery/spiral/IC0902.jpg,spiral
imagery/lenticular/IC0904.jpg,lenticular
imagery/elliptical/IC0905.jpg,elliptical
imagery/spiral/IC0906.jpg,spiral
imagery/spiral/IC0907.jpg,spiral
imagery/spiral/IC0909.jpg,spiral
imagery/spiral/IC0910.jpg,spiral
imagery/spiral/IC0911.jpg,spiral
imagery/spiral/IC0912.jpg,spiral
imagery/spiral/IC0913.jpg,spiral
imagery/spiral/IC0914.jpg,spiral
imagery/elliptical/IC0916.jpg,elliptical
imagery/spiral/IC0918.jpg,spiral
imagery/lenticular/IC0919.jpg,lenticular
imagery/elliptical/IC0921.jpg,elliptical
imagery/elliptical/IC0922.jpg,elliptical
imagery/elliptical/IC0923.jpg,elliptical
imagery/spiral/IC0925.jpg,spiral
imagery/elliptical/IC0926.jpg,elliptical
imagery/elliptical/IC0928.jpg,elliptical
imagery/elliptical/IC0929.jpg,elliptical
imagery/elliptical/IC0930.jpg,elliptical
imagery/spiral/IC0931.jpg,spiral
imagery/lenticular/IC0933.jpg,lenticular
imagery/spiral/IC0934.jpg,spiral
imagery/spiral/IC0936.jpg,spiral
imagery/spiral/IC0937.jpg,spiral
imagery/spiral/IC0938.jpg,spiral
imagery/elliptical/IC0939.jpg,elliptical
imagery/lenticular/IC0940.jpg,lenticular
imagery/spiral/IC0941.jpg,spiral
imagery/elliptical/IC0942.jpg,elliptical
imagery/spiral/IC0943.jpg,spiral
imagery/spiral/IC0944.jpg,spiral
imagery/spiral/IC0946.jpg,spiral
imagery/lenticular/IC0947.jpg,lenticular
imagery/elliptical/IC0948.jpg,elliptical
imagery/irregular/IC0949.jpg,irregular
imagery/spiral/IC0951.jpg,spiral
imagery/spiral/IC0952.jpg,spiral
imagery/spiral/IC0959.jpg,spiral
imagery/spiral/IC0960A.jpg,spiral
imagery/lenticular/IC0960B.jpg,lenticular
imagery/spiral/IC0961.jpg,spiral
imagery/lenticular/IC0962.jpg,lenticular
imagery/spiral/IC0963.jpg,spiral
imagery/spiral/IC0964.jpg,spiral
imagery/lenticular/IC0965.jpg,lenticular
imagery/lenticular/IC0966.jpg,lenticular
imagery/spiral/IC0967.jpg,spiral
imagery/lenticular/IC0970.jpg,lenticular
imagery/elliptical/IC0975.jpg,elliptical
imagery/spiral/IC0979.jpg,spiral
imagery/lenticular/IC0982.jpg,lenticular
imagery/spiral/IC0983.jpg,spiral
imagery/spiral/IC0984.jpg,spiral
imagery/lenticular/IC0986.jpg,lenticular
imagery/spiral/IC0987.jpg,spiral
imagery/lenticular/IC0988.jpg,lenticular
imagery/elliptical/IC0989.jpg,elliptical
imagery/elliptical/IC0990.jpg,elliptical
imagery/spiral/IC0992.jpg,spiral
imagery/spiral/IC0993.jpg,spiral
imagery/spiral/IC0994.jpg,spiral
imagery/irregular/IC0995.jpg,irregular
imagery/spiral/IC0996.jpg,spiral
imagery/lenticular/IC0999.jpg,lenticular
imagery/lenticular/IC1000.jpg,lenticular
imagery/spiral/IC1001.jpg,spiral
imagery/spiral/IC1002.jpg,spiral
imagery/spiral/IC1003.jpg,spiral
imagery/elliptical/IC1004.jpg,elliptical
imagery/spiral/IC1006.jpg,spiral
imagery/spiral/IC1007.jpg,spiral
imagery/lenticular/IC1009.jpg,lenticular
imagery/spiral/IC1010.jpg,spiral
imagery/lenticular/IC1011.jpg,lenticular
imagery/spiral/IC1012.jpg,spiral
imagery/spiral/IC1013.jpg,spiral
imagery/irregular/IC1014.jpg,irregular
imagery/lenticular/IC1017.jpg,lenticular
imagery/elliptical/IC1018.jpg,elliptical
imagery/lenticular/IC1019.jpg,lenticular
imagery/lenticular/IC1020.jpg,lenticular
imagery/spiral/IC1021.jpg,spiral
imagery/spiral/IC1022.jpg,spiral
imagery/lenticular/IC1024.jpg,lenticular
imagery/spiral/IC1025.jpg,spiral
imagery/elliptical/IC1027.jpg,elliptical
imagery/spiral/IC1028.jpg,spiral
imagery/spiral/IC1029.jpg,spiral
imagery/elliptical/IC1031.jpg,elliptical
imagery/spiral/IC1032.jpg,spiral
imagery/elliptical/IC1033.jpg,elliptical
imagery/spiral/IC1034.jpg,spiral
imagery/elliptical/IC1035.jpg,elliptical
imagery/spiral/IC1036.jpg,spiral
imagery/elliptical/IC1037.jpg,elliptical
imagery/elliptical/IC1038.jpg,elliptical
imagery/lenticular/IC1039.jpg,lenticular
imagery/spiral/IC1040.jpg,spiral
imagery/spiral/IC1041.jpg,spiral
imagery/lenticular/IC1042.jpg,lenticular
imagery/spiral/IC1043.jpg,spiral
imagery/lenticular/IC1044.jpg,lenticular
imagery/spiral/IC1047.jpg,spiral
imagery/spiral/IC1048.jpg,spiral
imagery/spiral/IC1050.jpg,spiral
imagery/elliptical/IC1051.jpg,elliptical
imagery/spiral/IC1052.jpg,spiral
imagery/spiral/IC1053.jpg,spiral
imagery/lenticular/IC1054.jpg,lenticular
imagery/spiral/IC1056.jpg,spiral
imagery/spiral/IC1058.jpg,spiral
imagery/elliptical/IC1061.jpg,elliptical
imagery/lenticular/IC1062.jpg,lenticular
imagery/spiral/IC1063.jpg,spiral
imagery/spiral/IC1066.jpg,spiral
imagery/spiral/IC1067.jpg,spiral
imagery/elliptical/IC1068.jpg,elliptical
imagery/lenticular/IC1069.jpg,lenticular
imagery/spiral/IC1070.jpg,spiral
imagery/lenticular/IC1071.jpg,lenticular
imagery/elliptical/IC1072.jpg,elliptical
imagery/lenticular/IC1073.jpg,lenticular
imagery/spiral/IC1074.jpg,spiral
imagery/spiral/IC1075.jpg,spiral
imagery/spiral/IC1076.jpg,spiral
imagery/spiral/IC1078.jpg,spiral
imagery/elliptical/IC1079.jpg,elliptical
imagery/lenticular/IC1082.jpg,lenticular
imagery/elliptical/IC1085.jpg,elliptical
imagery/lenticular/IC1086.jpg,lenticular
imagery/spiral/IC1087.jpg,spiral
imagery/elliptical/IC1089.jpg,elliptical
imagery/lenticular/IC1092.jpg,lenticular
imagery/spiral/IC1093.jpg,spiral
imagery/spiral/IC1095.jpg,spiral
imagery/lenticular/IC1096.jpg,lenticular
imagery/spiral/IC1097.jpg,spiral
imagery/spiral/IC1099.jpg,spiral
imagery/lenticular/IC1101.jpg,lenticular
imagery/spiral/IC1102.jpg,spiral
imagery/elliptical/IC1103.jpg,elliptical
imagery/lenticular/IC1105.jpg,lenticular
imagery/spiral/IC1106.jpg,spiral
imagery/spiral/IC1107.jpg,spiral
imagery/elliptical/IC1109.jpg,elliptical
imagery/spiral/IC1112.jpg,spiral
imagery/spiral/IC1113.jpg,spiral
imagery/elliptical/IC1116.jpg,elliptical
imagery/spiral/IC1117.jpg,spiral
imagery/elliptical/IC1118.jpg,elliptical
imagery/irregular/IC1120.jpg,irregular
imagery/elliptical/IC1121.jpg,elliptical
imagery/spiral/IC1122.jpg,spiral
imagery/spiral/IC1124.jpg,spiral
imagery/spiral/IC1130.jpg,spiral
imagery/elliptical/IC1131.jpg,elliptical
imagery/spiral/IC1132.jpg,spiral
imagery/spiral/IC1133.jpg,spiral
imagery/lenticular/IC1134.jpg,lenticular
imagery/lenticular/IC1135.jpg,lenticular
imagery/elliptical/IC1137.jpg,elliptical
imagery/lenticular/IC1138.jpg,lenticular
imagery/spiral/IC1141.jpg,spiral
imagery/spiral/IC1142.jpg,spiral
imagery/lenticular/IC1144.jpg,lenticular
imagery/spiral/IC1149.jpg,spiral
imagery/spiral/IC1151.jpg,spiral
imagery/elliptical/IC1152.jpg,elliptical
imagery/lenticular/IC1153.jpg,lenticular
imagery/spiral/IC2217.jpg,spiral
imagery/elliptical/IC2218.jpg,elliptical
imagery/spiral/IC2219.jpg,spiral
imagery/elliptical/IC2221.jpg,elliptical
imagery/spiral/IC2222.jpg,spiral
imagery/lenticular/IC2223.jpg,lenticular
imagery/spiral/IC2225.jpg,spiral
imagery/spiral/IC2226.jpg,spiral
imagery/spiral/IC2227.jpg,spiral
imagery/lenticular/IC2230.jpg,lenticular
imagery/elliptical/IC2231.jpg,elliptical
imagery/spiral/IC2233.jpg,spiral
imagery/elliptical/IC2234.jpg,elliptical
imagery/lenticular/IC2239.jpg,lenticular
imagery/spiral/IC2247.jpg,spiral
imagery/spiral/IC2248.jpg,spiral
imagery/spiral/IC2249.jpg,spiral
imagery/irregular/IC2250.jpg,irregular
imagery/lenticular/IC2253.jpg,lenticular
imagery/lenticular/IC2254.jpg,lenticular
imagery/spiral/IC2256.jpg,spiral
imagery/spiral/IC2267.jpg,spiral
imagery/elliptical/IC2268.jpg,elliptical
imagery/spiral/IC2269.jpg,spiral
imagery/elliptical/IC2271.jpg,elliptical
imagery/spiral/IC2282.jpg,spiral
imagery/spiral/IC2288.jpg,spiral
imagery/lenticular/IC2290.jpg,lenticular
imagery/spiral/IC2293.jpg,spiral
imagery/lenticular/IC2307.jpg,lenticular
imagery/spiral/IC2309.jpg,spiral
imagery/spiral/IC2327.jpg,spiral
imagery/irregular/IC2329.jpg,irregular
imagery/lenticular/IC2337.jpg,lenticular
imagery/spiral/IC2338.jpg,spiral
imagery/spiral/IC2339.jpg,spiral
imagery/lenticular/IC2340.jpg,lenticular
imagery/lenticular/IC2341.jpg,lenticular
imagery/spiral/IC2348.jpg,spiral
imagery/spiral/IC2361.jpg,spiral
imagery/spiral/IC2363.jpg,spiral
imagery/lenticular/IC2365.jpg,lenticular
imagery/spiral/IC2373.jpg,spiral
imagery/spiral/IC2374.jpg,spiral
imagery/elliptical/IC2376.jpg,elliptical
imagery/lenticular/IC2378.jpg,lenticular
imagery/lenticular/IC2380.jpg,lenticular
imagery/lenticular/IC2382.jpg,lenticular
imagery/lenticular/IC2383.jpg,lenticular
imagery/lenticular/IC2384.jpg,lenticular
imagery/spiral/IC2385.jpg,spiral
imagery/spiral/IC2387.jpg,spiral
imagery/lenticular/IC2388.jpg,lenticular
imagery/spiral/IC2392.jpg,spiral
imagery/elliptical/IC2393.jpg,elliptical
imagery/spiral/IC2394.jpg,spiral
imagery/lenticular/IC2398.jpg,lenticular
imagery/spiral/IC2399.jpg,spiral
imagery/spiral/IC2400.jpg,spiral
imagery/lenticular/IC2401.jpg,lenticular
imagery/lenticular/IC2402.jpg,lenticular
imagery/lenticular/IC2404.jpg,lenticular
imagery/spiral/IC2405.jpg,spiral
imagery/lenticular/IC2406.jpg,lenticular
imagery/spiral/IC2407.jpg,spiral
imagery/spiral/IC2409.jpg,spiral
imagery/elliptical/IC2414.jpg,elliptical
imagery/spiral/IC2418.jpg,spiral
imagery/elliptical/IC2420.jpg,elliptical
imagery/spiral/IC2421.jpg,spiral
imagery/elliptical/IC2422.jpg,elliptical
imagery/spiral/IC2423.jpg,spiral
imagery/lenticular/IC2426.jpg,lenticular
imagery/elliptical/IC2427.jpg,elliptical
imagery/spiral/IC2428.jpg,spiral
imagery/spiral/IC2429.jpg,spiral
imagery/lenticular/IC2430.jpg,lenticular
imagery/spiral/IC2432.jpg,spiral
imagery/spiral/IC2433.jpg,spiral
imagery/spiral/IC2434.jpg,spiral
imagery/elliptical/IC2435.jpg,elliptical
imagery/spiral/IC2439.jpg,spiral
imagery/spiral/IC2442.jpg,spiral
imagery/lenticular/IC2443.jpg,lenticular
imagery/lenticular/IC2444.jpg,lenticular
imagery/spiral/IC2445.jpg,spiral
imagery/spiral/IC2446.jpg,spiral
imagery/lenticular/IC2450.jpg,lenticular
imagery/spiral/IC2451.jpg,spiral
imagery/spiral/IC2452.jpg,spiral
imagery/spiral/IC2453.jpg,spiral
imagery/spiral/IC2454.jpg,spiral
imagery/lenticular/IC2456.jpg,lenticular
imagery/spiral/IC2457.jpg,spiral
imagery/elliptical/IC2459.jpg,elliptical
imagery/spiral/IC2461.jpg,spiral
imagery/spiral/IC2462.jpg,spiral
imagery/spiral/IC2463.jpg,spiral
imagery/spiral/IC2464.jpg,spiral
imagery/lenticular/IC2465.jpg,lenticular
imagery/lenticular/IC2466.jpg,lenticular
imagery/elliptical/IC2467.jpg,elliptical
imagery/lenticular/IC2468.jpg,lenticular
imagery/lenticular/IC2470.jpg,lenticular
imagery/spiral/IC2472.jpg,spiral
imagery/spiral/IC2473.jpg,spiral
imagery/spiral/IC2474.jpg,spiral
imagery/spiral/IC2475.jpg,spiral
imagery/lenticular/IC2476.jpg,lenticular
imagery/lenticular/IC2477.jpg,lenticular
imagery/elliptical/IC2478.jpg,elliptical
imagery/spiral/IC2479.jpg,spiral
imagery/spiral/IC2481.jpg,spiral
imagery/spiral/IC2483.jpg,spiral
imagery/spiral/IC2486.jpg,spiral
imagery/spiral/IC2487.jpg,spiral
imagery/spiral/IC2490.jpg,spiral
imagery/lenticular/IC2491.jpg,lenticular
imagery/elliptical/IC2493.jpg,elliptical
imagery/spiral/IC2495.jpg,spiral
imagery/spiral/IC2496.jpg,spiral
imagery/spiral/IC2497.jpg,spiral
imagery/spiral/IC2498.jpg,spiral
imagery/spiral/IC2499.jpg,spiral
imagery/spiral/IC2500.jpg,spiral
imagery/spiral/IC2502.jpg,spiral
imagery/spiral/IC2503.jpg,spiral
imagery/spiral/IC2505.jpg,spiral
imagery/spiral/IC2506.jpg,spiral
imagery/elliptical/IC2508.jpg,elliptical
imagery/spiral/IC2515.jpg,spiral
imagery/lenticular/IC2516.jpg,lenticular
imagery/elliptical/IC2518.jpg,elliptical
imagery/elliptical/IC2519.jpg,elliptical
imagery/lenticular/IC2520.jpg,lenticular
imagery/spiral/IC2521.jpg,spiral
imagery/lenticular/IC2524.jpg,lenticular
imagery/elliptical/IC2525.jpg,elliptical
imagery/spiral/IC2527.jpg,spiral
imagery/elliptical/IC2530.jpg,elliptical
imagery/spiral/IC2535.jpg,spiral
imagery/lenticular/IC2540.jpg,lenticular
imagery/spiral/IC2542.jpg,spiral
imagery/spiral/IC2544.jpg,spiral
imagery/spiral/IC2547.jpg,spiral
imagery/spiral/IC2549.jpg,spiral
imagery/spiral/IC2550.jpg,spiral
imagery/spiral/IC2551.jpg,spiral
imagery/lenticular/IC2557.jpg,lenticular
imagery/spiral/IC2561.jpg,spiral
imagery/spiral/IC2562.jpg,spiral
imagery/elliptical/IC2564.jpg,elliptical
imagery/lenticular/IC2565.jpg,lenticular
imagery/lenticular/IC2566.jpg,lenticular
imagery/lenticular/IC2567.jpg,lenticular
imagery/spiral/IC2568.jpg,spiral
imagery/elliptical/IC2569.jpg,elliptical
imagery/spiral/IC2572.jpg,spiral
imagery/spiral/IC2577.jpg,spiral
imagery/elliptical/IC2583.jpg,elliptical
imagery/lenticular/IC2590.jpg,lenticular
imagery/spiral/IC2591.jpg,spiral
imagery/spiral/IC2598.jpg,spiral
imagery/irregular/IC2604.jpg,irregular
imagery/lenticular/IC2606.jpg,lenticular
imagery/spiral/IC2607.jpg,spiral
imagery/spiral/IC2608.jpg,spiral
imagery/lenticular/IC2612.jpg,lenticular
imagery/spiral/IC2614.jpg,spiral
imagery/lenticular/IC2615.jpg,lenticular
imagery/elliptical/IC2616.jpg,elliptical
imagery/lenticular/IC2617.jpg,lenticular
imagery/elliptical/IC2619.jpg,elliptical
imagery/lenticular/IC2620.jpg,lenticular
imagery/spiral/IC2626.jpg,spiral
imagery/spiral/IC2628.jpg,spiral
imagery/spiral/IC2629.jpg,spiral
imagery/elliptical/IC2632.jpg,elliptical
imagery/spiral/IC2633.jpg,spiral
imagery/spiral/IC2634.jpg,spiral
imagery/elliptical/IC2636.jpg,elliptical
imagery/lenticular/IC2637.jpg,lenticular
imagery/lenticular/IC2638.jpg,lenticular
imagery/lenticular/IC2639.jpg,lenticular
imagery/spiral/IC2640.jpg,spiral
imagery/elliptical/IC2644.jpg,elliptical
imagery/lenticular/IC2645.jpg,lenticular
imagery/spiral/IC2646.jpg,spiral
imagery/spiral/IC2648.jpg,spiral
imagery/elliptical/IC2649.jpg,elliptical
imagery/spiral/IC2650.jpg,spiral
imagery/spiral/IC2651.jpg,spiral
imagery/elliptical/IC2652.jpg,elliptical
imagery/elliptical/IC2654.jpg,elliptical
imagery/elliptical/IC2655.jpg,elliptical
imagery/spiral/IC2656.jpg,spiral
imagery/elliptical/IC2657.jpg,elliptical
imagery/spiral/IC2660.jpg,spiral
imagery/lenticular/IC2661.jpg,lenticular
imagery/irregular/IC2665.jpg,irregular
imagery/lenticular/IC2666.jpg,lenticular
imagery/elliptical/IC2667.jpg,elliptical
imagery/spiral/IC2670.jpg,spiral
imagery/spiral/IC2673.jpg,spiral
imagery/spiral/IC2674.jpg,spiral
imagery/spiral/IC2676.jpg,spiral
imagery/lenticular/IC2678.jpg,lenticular
imagery/lenticular/IC2679.jpg,lenticular
imagery/lenticular/IC2680.jpg,lenticular
imagery/elliptical/IC2683.jpg,elliptical
imagery/irregular/IC2684.jpg,irregular
imagery/irregular/IC2689.jpg,irregular
imagery/elliptical/IC2692.jpg,elliptical
imagery/spiral/IC2694.jpg,spiral
imagery/spiral/IC2695.jpg,spiral
imagery/spiral/IC2698.jpg,spiral
imagery/spiral/IC2700.jpg,spiral
imagery/spiral/IC2701.jpg,spiral
imagery/spiral/IC2702.jpg,spiral
imagery/lenticular/IC2703.jpg,lenticular
imagery/spiral/IC2704.jpg,spiral
imagery/spiral/IC2707.jpg,spiral
imagery/elliptical/IC2708.jpg,elliptical
imagery/irregular/IC2709.jpg,irregular
imagery/spiral/IC2712.jpg,spiral
imagery/elliptical/IC2713.jpg,elliptical
imagery/irregular/IC2715.jpg,irregular
imagery/irregular/IC2716.jpg,irregular
imagery/spiral/IC2718.jpg,spiral
imagery/elliptical/IC2719.jpg,elliptical
imagery/elliptical/IC2720.jpg,elliptical
imagery/elliptical/IC2723.jpg,elliptical
imagery/spiral/IC2724.jpg,spiral
imagery/elliptical/IC2725.jpg,elliptical
imagery/spiral/IC2727.jpg,spiral
imagery/spiral/IC2729.jpg,spiral
imagery/spiral/IC2732.jpg,spiral
imagery/spiral/IC2734.jpg,spiral
